worker1,2040,1575280370367,1575280370367,1575280372407,procesado-images-0.png
worker1,2033,1575280372435,1575280372435,1575280374468,procesado-images-1.png
worker1,2046,1575280374475,1575280374475,1575280376521,procesado-images-2.png
worker1,2039,1575280376529,1575280376529,1575280378568,procesado-images-3.png
worker1,2031,1575280378577,1575280378577,1575280380608,procesado-images-4.png
worker1,2064,1575280380614,1575280380614,1575280382678,procesado-images-5.png
worker1,2023,1575280382685,1575280382685,1575280384708,procesado-images-6.png
worker1,2025,1575280384714,1575280384714,1575280386739,procesado-images-7.png
worker1,2047,1575280386745,1575280386745,1575280388792,procesado-images-8.png
worker1,2020,1575280388798,1575280388798,1575280390818,procesado-images-9.png
worker1,2025,1575280390824,1575280390824,1575280392849,procesado-images-10.png
worker1,2014,1575280392855,1575280392855,1575280394869,procesado-images-11.png
worker1,2020,1575280394875,1575280394875,1575280396895,procesado-images-12.png
worker1,2021,1575280396901,1575280396901,1575280398922,procesado-images-13.png
worker1,2031,1575280398928,1575280398928,1575280400959,procesado-images-14.png
worker1,2031,1575280400970,1575280400970,1575280403001,procesado-images-15.png
worker1,2019,1575280403007,1575280403007,1575280405026,procesado-images-16.png
worker1,2018,1575280405032,1575280405032,1575280407050,procesado-images-17.png
worker1,2055,1575280407056,1575280407056,1575280409111,procesado-images-18.png
worker1,2026,1575280409116,1575280409116,1575280411142,procesado-images-19.png
worker1,2037,1575280411148,1575280411148,1575280413185,procesado-images-20.png
worker1,2036,1575280413191,1575280413191,1575280415227,procesado-images-21.png
worker1,2029,1575280415232,1575280415232,1575280417261,procesado-images-22.png
worker1,2042,1575280417267,1575280417267,1575280419309,procesado-images-23.png
worker1,2021,1575280419314,1575280419314,1575280421335,procesado-images-24.png
worker1,2023,1575280421341,1575280421341,1575280423364,procesado-images-25.png
worker1,2036,1575280423370,1575280423370,1575280425406,procesado-images-26.png
worker1,2042,1575280425411,1575280425411,1575280427453,procesado-images-27.png
worker1,2025,1575280427458,1575280427458,1575280429483,procesado-images-28.png
worker1,2105,1575280429488,1575280429488,1575280431593,procesado-images-29.png
worker1,2022,1575280431598,1575280431598,1575280433620,procesado-images-30.png
worker1,2026,1575280433625,1575280433625,1575280435651,procesado-images-31.png
worker1,2101,1575280435656,1575280435656,1575280437757,procesado-images-32.png
worker1,2015,1575280437762,1575280437762,1575280439777,procesado-images-33.png
worker1,2018,1575280439782,1575280439782,1575280441800,procesado-images-34.png
worker1,2064,1575280441806,1575280441806,1575280443870,procesado-images-35.png
worker1,2016,1575280443875,1575280443875,1575280445891,procesado-images-36.png
worker1,2049,1575280445896,1575280445896,1575280447945,procesado-images-37.png
worker1,2060,1575280447950,1575280447950,1575280450010,procesado-images-38.png
worker1,2011,1575280450014,1575280450014,1575280452025,procesado-images-39.png
worker1,2036,1575280452031,1575280452031,1575280454067,procesado-images-40.png
worker1,2018,1575280454073,1575280454073,1575280456091,procesado-images-41.png
worker1,2017,1575280456097,1575280456097,1575280458114,procesado-images-42.png
worker1,2021,1575280458119,1575280458119,1575280460140,procesado-images-43.png
worker1,2042,1575280460146,1575280460146,1575280462188,procesado-images-44.png
worker1,2008,1575280462193,1575280462193,1575280464201,procesado-images-45.png
worker1,2039,1575280464207,1575280464207,1575280466246,procesado-images-46.png
worker1,2096,1575280466251,1575280466251,1575280468347,procesado-images-47.png
worker1,2043,1575280468352,1575280468352,1575280470395,procesado-images-48.png
worker1,2036,1575280470400,1575280470400,1575280472436,procesado-images-49.png
worker1,2027,1575280472441,1575280472441,1575280474468,procesado-images-50.png
worker1,2017,1575280474474,1575280474474,1575280476491,procesado-images-51.png
worker1,2006,1575280476497,1575280476497,1575280478503,procesado-images-52.png
worker1,2015,1575280478509,1575280478509,1575280480524,procesado-images-53.png
worker1,2022,1575280480529,1575280480529,1575280482551,procesado-images-54.png
worker1,2022,1575280482556,1575280482556,1575280484578,procesado-images-55.png
worker1,2020,1575280484583,1575280484583,1575280486603,procesado-images-56.png
worker1,2009,1575280486608,1575280486608,1575280488617,procesado-images-57.png
worker1,2031,1575280488622,1575280488622,1575280490653,procesado-images-58.png
worker1,2032,1575280490658,1575280490658,1575280492690,procesado-images-59.png
worker1,2017,1575280492695,1575280492695,1575280494712,procesado-images-60.png
worker1,2026,1575280494717,1575280494717,1575280496743,procesado-images-61.png
worker1,2009,1575280496748,1575280496748,1575280498757,procesado-images-62.png
worker1,2005,1575280498761,1575280498761,1575280500766,procesado-images-63.png
worker1,2016,1575280500773,1575280500773,1575280502789,procesado-images-64.png
worker1,2006,1575280502794,1575280502794,1575280504800,procesado-images-65.png
worker1,2016,1575280504805,1575280504805,1575280506821,procesado-images-66.png
worker1,2013,1575280506827,1575280506827,1575280508840,procesado-images-67.png
worker1,2016,1575280508850,1575280508850,1575280510866,procesado-images-68.png
worker1,2013,1575280510873,1575280510873,1575280512886,procesado-images-69.png
worker1,2009,1575280512892,1575280512892,1575280514901,procesado-images-70.png
worker1,2069,1575280514906,1575280514906,1575280516975,procesado-images-71.png
worker1,2021,1575280516980,1575280516980,1575280519001,procesado-images-72.png
worker1,2020,1575280519007,1575280519007,1575280521027,procesado-images-73.png
worker1,2019,1575280521032,1575280521032,1575280523051,procesado-images-74.png
worker1,2021,1575280523055,1575280523055,1575280525076,procesado-images-75.png
worker1,2019,1575280525081,1575280525081,1575280527100,procesado-images-76.png
worker1,2050,1575280527108,1575280527108,1575280529158,procesado-images-77.png
worker1,2013,1575280529164,1575280529164,1575280531177,procesado-images-78.png
worker1,2019,1575280531182,1575280531182,1575280533201,procesado-images-79.png
worker1,2019,1575280533206,1575280533206,1575280535225,procesado-images-80.png
worker1,2007,1575280535230,1575280535230,1575280537237,procesado-images-81.png
worker1,2016,1575280537243,1575280537243,1575280539259,procesado-images-82.png
worker1,2011,1575280539264,1575280539264,1575280541275,procesado-images-83.png
worker1,2019,1575280541280,1575280541280,1575280543299,procesado-images-84.png
worker1,2020,1575280543304,1575280543304,1575280545324,procesado-images-85.png
worker1,2026,1575280545329,1575280545329,1575280547355,procesado-images-86.png
worker1,2022,1575280547364,1575280547364,1575280549386,procesado-images-87.png
worker1,2026,1575280549390,1575280549390,1575280551416,procesado-images-88.png
worker1,2020,1575280551422,1575280551422,1575280553442,procesado-images-89.png
worker1,2013,1575280553447,1575280553447,1575280555460,procesado-images-90.png
worker1,2015,1575280555466,1575280555466,1575280557481,procesado-images-91.png
worker1,2011,1575280557486,1575280557486,1575280559497,procesado-images-92.png
worker1,2022,1575280559502,1575280559502,1575280561524,procesado-images-93.png
worker1,2012,1575280561529,1575280561529,1575280563541,procesado-images-94.png
worker1,2026,1575280563546,1575280563546,1575280565572,procesado-images-95.png
worker1,2022,1575280565577,1575280565577,1575280567599,procesado-images-96.png
worker1,2022,1575280567604,1575280567604,1575280569626,procesado-images-97.png
worker1,2079,1575280569631,1575280569631,1575280571710,procesado-images-98.png
worker1,2018,1575280571714,1575280571714,1575280573732,procesado-images-99.png
